"","species","time","allN","newN","relNew"
"1301","PB",2009 Oct,4,0,0
"1302","PB",2009 Nov,3,2,0.666666666666667
"1303","PB",2009 Dec,2,1,0.5
"1304","PB",2010 Jan,1,0,0
"1305","PB",2010 Feb,3,1,0.333333333333333
"1306","PB",2010 Mar,3,0,0
"1307","PB",2010 Apr,1,0,0
"1308","PB",2010 May,1,0,0
"1309","PB",2010 Jul,2,2,1
"1310","PB",2011 Jul,1,1,1
"1311","PB",2011 Oct,2,1,0.5
"1312","PB",2011 Dec,1,0,0
"1313","PB",2012 Jan,2,1,0.5
"1314","PB",2012 Feb,2,0,0
"1315","PB",2012 Mar,3,2,0.666666666666667
"1316","PB",2012 Apr,2,1,0.5
"1317","PB",2012 May,4,4,1
"1318","PB",2012 Jun,4,1,0.25
"1319","PB",2012 Jul,10,0,0
"1320","PB",2012 Aug,2,0,0
"1321","PB",2012 Sep,6,0,0
"1322","PB",2012 Oct,6,6,1
"1323","PB",2012 Nov,4,0,0
"1324","PB",2012 Dec,3,0,0
"1325","PB",2013 Jan,4,0,0
"1326","PB",2013 Feb,2,0,0
"1327","PB",2013 Mar,3,0,0
"1328","PB",2013 Apr,1,0,0
"1329","PB",2013 May,4,2,0.5
"1330","PB",2013 Jul,3,1,0.333333333333333
"1331","PB",2013 Sep,3,2,0.666666666666667
"1332","PB",2013 Nov,7,5,0.714285714285714
"1333","PB",2013 Dec,7,2,0.285714285714286
"1334","PB",2014 Feb,3,1,0.333333333333333
"1335","PB",2014 Mar,9,1,0.111111111111111
"1336","PB",2014 Apr,4,3,0.75
"1337","PB",2014 May,3,2,0.666666666666667
"1338","PB",2014 Jun,5,3,0.6
"1339","PB",2014 Aug,6,4,0.666666666666667
"1340","PB",2014 Sep,6,4,0.666666666666667
"1341","PB",2014 Oct,4,1,0.25
"1342","PB",2014 Nov,6,1,0.166666666666667
"1343","PB",2014 Dec,3,1,0.333333333333333
"1344","PB",2015 Jan,1,0,0
"1345","PB",2015 Feb,5,3,0.6
"1346","PB",2015 Mar,4,3,0.75
"1347","PB",2015 Apr,3,2,0.666666666666667
"1348","PB",2015 May,2,1,0.5
"1349","PB",2015 Jun,4,3,0.75
"1350","PB",2015 Jul,3,1,0.333333333333333
"1351","PB",2015 Aug,5,3,0.6
"1352","PB",2015 Sep,5,0,0
"1353","PB",2015 Oct,4,0,0
"1354","PB",2015 Nov,2,0,0
"1355","PB",2016 Jan,1,0,0
"1356","PB",2016 Aug,1,1,1
"1357","PB",2019 Jul,1,1,1
"1358","PB",2019 Sep,1,1,1
"1359","PB",2019 Oct,4,3,0.75
"1360","PB",2019 Nov,2,0,0
"1361","PP",1978 May,2,0,0
"1362","PP",1978 Jun,1,0,0
"1363","PP",1978 Jul,2,0,0
"1364","PP",1978 Aug,1,0,0
"1365","PP",1978 Sep,4,0,0
"1366","PP",1978 Oct,1,0,0
"1367","PP",1979 Jul,2,0,0
"1368","PP",1979 Aug,1,0,0
"1369","PP",1979 Sep,2,0,0
"1370","PP",1979 Oct,1,0,0
"1371","PP",1979 Nov,1,0,0
"1372","PP",1980 Apr,1,0,0
"1373","PP",1980 May,2,0,0
"1374","PP",1980 Jun,2,0,0
"1375","PP",1980 Jul,1,0,0
"1376","PP",1980 Aug,2,0,0
"1377","PP",1980 Sep,4,0,0
"1378","PP",1980 Oct,1,0,0
"1379","PP",1981 Jan,2,0,0
"1380","PP",1981 May,1,0,0
"1381","PP",1981 Jun,4,0,0
"1382","PP",1981 Jul,7,0,0
"1383","PP",1981 Aug,1,0,0
"1384","PP",1981 Oct,1,0,0
"1385","PP",1982 Mar,1,0,0
"1386","PP",1982 Apr,2,0,0
"1387","PP",1982 May,1,0,0
"1388","PP",1982 Jun,2,0,0
"1389","PP",1982 Jul,3,0,0
"1390","PP",1982 Aug,5,0,0
"1391","PP",1982 Sep,1,0,0
"1392","PP",1983 May,3,0,0
"1393","PP",1983 Jun,3,0,0
"1394","PP",1983 Jul,4,0,0
"1395","PP",1983 Aug,5,0,0
"1396","PP",1983 Sep,3,0,0
"1397","PP",1983 Oct,1,0,0
"1398","PP",1984 Mar,1,0,0
"1399","PP",1984 Apr,1,0,0
"1400","PP",1984 May,1,0,0
"1401","PP",1984 Jul,1,0,0
"1402","PP",1984 Aug,3,0,0
"1403","PP",1984 Sep,1,0,0
"1404","PP",1985 May,1,0,0
"1405","PP",1985 Aug,3,0,0
"1406","PP",1985 Sep,4,0,0
"1407","PP",1985 Oct,2,0,0
"1408","PP",1986 Mar,1,0,0
"1409","PP",1986 May,1,0,0
"1410","PP",1986 Jul,1,0,0
"1411","PP",1986 Oct,1,0,0
"1412","PP",1987 Apr,4,0,0
"1413","PP",1987 May,1,0,0
"1414","PP",1987 Jun,1,0,0
"1415","PP",1987 Jul,1,0,0
"1416","PP",1987 Aug,1,0,0
"1417","PP",1987 Sep,4,0,0
"1418","PP",1987 Oct,1,0,0
"1419","PP",1988 Mar,1,0,0
"1420","PP",1988 Apr,1,0,0
"1421","PP",1988 May,1,0,0
"1422","PP",1988 Jun,1,0,0
"1423","PP",1988 Jul,1,0,0
"1424","PP",1988 Aug,2,0,0
"1425","PP",1988 Sep,2,0,0
"1426","PP",1989 Apr,1,0,0
"1427","PP",1989 Jul,3,0,0
"1428","PP",1989 Sep,3,0,0
"1429","PP",1989 Oct,1,0,0
"1430","PP",1989 Nov,2,0,0
"1431","PP",1990 Aug,1,0,0
"1432","PP",1990 Sep,2,0,0
"1433","PP",1990 Oct,1,0,0
"1434","PP",1991 Apr,2,0,0
"1435","PP",1991 May,3,0,0
"1436","PP",1991 Jun,2,0,0
"1437","PP",1991 Jul,5,0,0
"1438","PP",1991 Aug,5,0,0
"1439","PP",1991 Sep,4,0,0
"1440","PP",1991 Oct,4,0,0
"1441","PP",1992 Jan,1,0,0
"1442","PP",1992 May,8,0,0
"1443","PP",1992 Jul,12,0,0
"1444","PP",1992 Aug,11,0,0
"1445","PP",1992 Sep,11,0,0
"1446","PP",1992 Oct,1,0,0
"1447","PP",1993 Feb,1,0,0
"1448","PP",1993 Mar,3,0,0
"1449","PP",1993 Apr,8,0,0
"1450","PP",1993 May,2,0,0
"1451","PP",1993 Jun,4,2,0.5
"1452","PP",1993 Jul,2,0,0
"1453","PP",1993 Aug,2,0,0
"1454","PP",1994 Apr,2,2,1
"1455","PP",1994 Jul,1,0,0
"1456","PP",1994 Aug,3,2,0.666666666666667
"1457","PP",1994 Sep,3,1,0.333333333333333
"1458","PP",1994 Oct,2,0,0
"1459","PP",1995 Apr,1,1,1
"1460","PP",1995 Jun,9,8,0.888888888888889
"1461","PP",1995 Jul,22,18,0.818181818181818
"1462","PP",1995 Aug,29,24,0.827586206896552
"1463","PP",1995 Sep,28,15,0.535714285714286
"1464","PP",1995 Oct,22,8,0.363636363636364
"1465","PP",1995 Dec,3,0,0
"1466","PP",1996 Feb,3,0,0
"1467","PP",1996 Mar,9,3,0.333333333333333
"1468","PP",1996 Apr,13,4,0.307692307692308
"1469","PP",1996 May,5,2,0.4
"1470","PP",1996 Jun,12,6,0.5
"1471","PP",1996 Jul,12,8,0.666666666666667
"1472","PP",1996 Aug,21,7,0.333333333333333
"1473","PP",1996 Sep,11,9,0.818181818181818
"1474","PP",1996 Oct,4,3,0.75
"1475","PP",1997 Mar,7,3,0.428571428571429
"1476","PP",1997 Apr,30,17,0.566666666666667
"1477","PP",1997 May,19,6,0.315789473684211
"1478","PP",1997 Jun,19,8,0.421052631578947
"1479","PP",1997 Jul,52,23,0.442307692307692
"1480","PP",1997 Sep,4,1,0.25
"1481","PP",1998 Mar,4,0,0
"1482","PP",1998 May,20,8,0.4
"1483","PP",1998 Jun,13,10,0.769230769230769
"1484","PP",1998 Jul,22,15,0.681818181818182
"1485","PP",1998 Aug,19,8,0.421052631578947
"1486","PP",1998 Sep,22,10,0.454545454545455
"1487","PP",1998 Oct,3,0,0
"1488","PP",1999 Mar,2,1,0.5
"1489","PP",1999 Apr,5,0,0
"1490","PP",1999 May,6,0,0
"1491","PP",1999 Jun,8,1,0.125
"1492","PP",1999 Sep,5,2,0.4
"1493","PP",1999 Oct,16,12,0.75
"1494","PP",1999 Nov,28,19,0.678571428571429
"1495","PP",1999 Dec,22,9,0.409090909090909
"1496","PP",2000 Jan,20,8,0.4
"1497","PP",2000 Feb,20,7,0.35
"1498","PP",2000 Mar,28,9,0.321428571428571
"1499","PP",2000 Apr,21,3,0.142857142857143
"1500","PP",2000 Jun,31,11,0.354838709677419
"1501","PP",2000 Jul,65,38,0.584615384615385
"1502","PP",2000 Aug,36,15,0.416666666666667
"1503","PP",2000 Sep,5,1,0.2
"1504","PP",2000 Oct,3,1,0.333333333333333
"1505","PP",2000 Nov,1,1,1
"1506","PP",2001 Mar,16,7,0.4375
"1507","PP",2001 Apr,14,6,0.428571428571429
"1508","PP",2001 May,14,8,0.571428571428571
"1509","PP",2001 Jun,15,10,0.666666666666667
"1510","PP",2001 Jul,19,16,0.842105263157895
"1511","PP",2001 Aug,40,24,0.6
"1512","PP",2001 Sep,30,13,0.433333333333333
"1513","PP",2001 Oct,15,4,0.266666666666667
"1514","PP",2001 Nov,3,0,0
"1515","PP",2001 Dec,2,1,0.5
"1516","PP",2002 Feb,3,1,0.333333333333333
"1517","PP",2002 Mar,10,2,0.2
"1518","PP",2002 Apr,34,13,0.382352941176471
"1519","PP",2002 May,30,5,0.166666666666667
"1520","PP",2002 Jun,35,18,0.514285714285714
"1521","PP",2002 Jul,51,26,0.509803921568627
"1522","PP",2002 Sep,16,6,0.375
"1523","PP",2002 Oct,36,24,0.666666666666667
"1524","PP",2002 Nov,18,13,0.722222222222222
"1525","PP",2002 Dec,12,4,0.333333333333333
"1526","PP",2003 Feb,10,1,0.1
"1527","PP",2003 Mar,49,14,0.285714285714286
"1528","PP",2003 May,96,37,0.385416666666667
"1529","PP",2003 Jun,52,24,0.461538461538462
"1530","PP",2003 Jul,51,20,0.392156862745098
"1531","PP",2003 Aug,40,12,0.3
"1532","PP",2003 Sep,13,2,0.153846153846154
"1533","PP",2003 Oct,6,2,0.333333333333333
"1534","PP",2003 Nov,2,0,0
"1535","PP",2004 Feb,1,0,0
"1536","PP",2004 Mar,3,1,0.333333333333333
"1537","PP",2004 Apr,13,1,0.0769230769230769
"1538","PP",2004 May,22,6,0.272727272727273
"1539","PP",2004 Jun,29,16,0.551724137931034
"1540","PP",2004 Jul,29,19,0.655172413793103
"1541","PP",2004 Aug,28,14,0.5
"1542","PP",2004 Sep,39,22,0.564102564102564
"1543","PP",2004 Oct,31,18,0.580645161290323
"1544","PP",2004 Nov,11,3,0.272727272727273
"1545","PP",2004 Dec,6,2,0.333333333333333
"1546","PP",2005 Jan,3,0,0
"1547","PP",2005 Mar,15,6,0.4
"1548","PP",2005 Apr,29,5,0.172413793103448
"1549","PP",2005 May,26,7,0.269230769230769
"1550","PP",2005 Jun,36,22,0.611111111111111
"1551","PP",2005 Jul,47,36,0.765957446808511
"1552","PP",2005 Aug,66,45,0.681818181818182
"1553","PP",2005 Sep,90,43,0.477777777777778
"1554","PP",2005 Oct,31,11,0.354838709677419
"1555","PP",2005 Nov,25,4,0.16
"1556","PP",2005 Dec,2,0,0
"1557","PP",2006 Jan,8,1,0.125
"1558","PP",2006 Mar,25,5,0.2
"1559","PP",2006 Apr,43,10,0.232558139534884
"1560","PP",2006 May,37,10,0.27027027027027
"1561","PP",2006 Jun,33,12,0.363636363636364
"1562","PP",2006 Jul,69,39,0.565217391304348
"1563","PP",2006 Aug,9,2,0.222222222222222
"1564","PP",2006 Sep,34,15,0.441176470588235
"1565","PP",2006 Oct,51,30,0.588235294117647
"1566","PP",2006 Nov,102,61,0.598039215686274
"1567","PP",2006 Dec,72,24,0.333333333333333
"1568","PP",2007 Jan,16,4,0.25
"1569","PP",2007 Feb,45,11,0.244444444444444
"1570","PP",2007 Mar,85,27,0.317647058823529
"1571","PP",2007 Apr,57,14,0.245614035087719
"1572","PP",2007 May,56,15,0.267857142857143
"1573","PP",2007 Jun,79,41,0.518987341772152
"1574","PP",2007 Jul,96,50,0.520833333333333
"1575","PP",2007 Aug,36,16,0.444444444444444
"1576","PP",2007 Sep,76,20,0.263157894736842
"1577","PP",2007 Oct,19,6,0.315789473684211
"1578","PP",2007 Nov,13,4,0.307692307692308
"1579","PP",2008 Feb,1,0,0
"1580","PP",2008 Mar,4,0,0
"1581","PP",2008 Apr,21,6,0.285714285714286
"1582","PP",2008 May,41,11,0.268292682926829
"1583","PP",2008 Jun,72,16,0.222222222222222
"1584","PP",2008 Jul,16,6,0.375
"1585","PP",2008 Aug,27,8,0.296296296296296
"1586","PP",2008 Sep,27,11,0.407407407407407
"1587","PP",2008 Oct,9,3,0.333333333333333
"1588","PP",2008 Nov,2,1,0.5
"1589","PP",2009 Mar,10,4,0.4
"1590","PP",2009 Apr,25,5,0.2
"1591","PP",2009 May,28,9,0.321428571428571
"1592","PP",2009 Jun,37,17,0.459459459459459
"1593","PP",2009 Jul,30,11,0.366666666666667
"1594","PP",2009 Aug,14,3,0.214285714285714
"1595","PP",2009 Sep,2,1,0.5
"1596","PP",2009 Oct,1,1,1
"1597","PP",2009 Nov,1,0,0
"1598","PP",2010 Feb,1,0,0
"1599","PP",2010 Mar,2,1,0.5
"1600","PP",2010 Apr,9,2,0.222222222222222
"1601","PP",2010 May,12,3,0.25
"1602","PP",2010 Jul,20,14,0.7
"1603","PP",2010 Sep,54,43,0.796296296296296
"1604","PP",2010 Nov,16,12,0.75
"1605","PP",2011 Jan,1,0,0
"1606","PP",2011 Mar,2,1,0.5
"1607","PP",2011 Apr,24,7,0.291666666666667
"1608","PP",2011 May,70,29,0.414285714285714
"1609","PP",2011 Jul,34,23,0.676470588235294
"1610","PP",2011 Aug,115,65,0.565217391304348
"1611","PP",2011 Oct,158,80,0.506329113924051
"1612","PP",2011 Dec,3,1,0.333333333333333
"1613","PP",2012 Jan,4,2,0.5
"1614","PP",2012 Feb,13,6,0.461538461538462
"1615","PP",2012 Mar,31,8,0.258064516129032
"1616","PP",2012 Apr,56,27,0.482142857142857
"1617","PP",2012 May,56,33,0.589285714285714
"1618","PP",2012 Jun,94,9,0.0957446808510638
"1619","PP",2012 Jul,137,0,0
"1620","PP",2012 Aug,112,0,0
"1621","PP",2012 Sep,77,0,0
"1622","PP",2012 Oct,56,47,0.839285714285714
"1623","PP",2012 Nov,18,4,0.222222222222222
"1624","PP",2012 Dec,5,2,0.4
"1625","PP",2013 Feb,1,1,1
"1626","PP",2013 Mar,5,0,0
"1627","PP",2013 Apr,41,22,0.536585365853659
"1628","PP",2013 May,55,21,0.381818181818182
"1629","PP",2013 Jul,74,49,0.662162162162162
"1630","PP",2013 Sep,62,35,0.564516129032258
"1631","PP",2013 Nov,35,22,0.628571428571429
"1632","PP",2013 Dec,2,0,0
"1633","PP",2014 Feb,1,0,0
"1634","PP",2014 Mar,62,25,0.403225806451613
"1635","PP",2014 Apr,51,17,0.333333333333333
"1636","PP",2014 May,36,24,0.666666666666667
"1637","PP",2014 Jun,161,72,0.447204968944099
"1638","PP",2014 Aug,163,82,0.503067484662577
"1639","PP",2014 Sep,70,6,0.0857142857142857
"1640","PP",2014 Oct,39,11,0.282051282051282
"1641","PP",2014 Nov,15,1,0.0666666666666667
"1642","PP",2014 Dec,11,6,0.545454545454545
"1643","PP",2015 Jan,7,1,0.142857142857143
"1644","PP",2015 Feb,21,5,0.238095238095238
"1645","PP",2015 Mar,42,8,0.19047619047619
"1646","PP",2015 Apr,60,18,0.3
"1647","PP",2015 May,46,11,0.239130434782609
"1648","PP",2015 Jun,78,46,0.58974358974359
"1649","PP",2015 Jul,120,82,0.683333333333333
"1650","PP",2015 Aug,117,61,0.521367521367521
"1651","PP",2015 Sep,73,12,0.164383561643836
"1652","PP",2015 Oct,45,6,0.133333333333333
"1653","PP",2015 Nov,11,1,0.0909090909090909
"1654","PP",2016 Jan,1,0,0
"1655","PP",2016 Mar,14,1,0.0714285714285714
"1656","PP",2016 Apr,17,2,0.117647058823529
"1657","PP",2016 May,37,8,0.216216216216216
"1658","PP",2016 Jun,23,8,0.347826086956522
"1659","PP",2016 Jul,37,9,0.243243243243243
"1660","PP",2016 Aug,39,12,0.307692307692308
"1661","PP",2016 Sep,32,7,0.21875
"1662","PP",2016 Oct,13,2,0.153846153846154
"1663","PP",2016 Nov,3,2,0.666666666666667
"1664","PP",2017 Mar,14,3,0.214285714285714
"1665","PP",2017 Apr,12,3,0.25
"1666","PP",2017 May,34,23,0.676470588235294
"1667","PP",2017 Jun,40,32,0.8
"1668","PP",2017 Jul,29,17,0.586206896551724
"1669","PP",2017 Aug,66,50,0.757575757575758
"1670","PP",2017 Sep,99,64,0.646464646464647
"1671","PP",2017 Oct,38,11,0.289473684210526
"1672","PP",2017 Nov,15,5,0.333333333333333
"1673","PP",2017 Dec,1,0,0
"1674","PP",2018 Jan,1,0,0
"1675","PP",2018 Mar,10,2,0.2
"1676","PP",2018 Apr,21,6,0.285714285714286
"1677","PP",2018 May,38,11,0.289473684210526
"1678","PP",2018 Jun,35,5,0.142857142857143
"1679","PP",2018 Jul,28,4,0.142857142857143
"1680","PP",2018 Aug,24,11,0.458333333333333
"1681","PP",2018 Sep,19,4,0.210526315789474
"1682","PP",2018 Oct,9,2,0.222222222222222
"1683","PP",2018 Nov,2,0,0
"1684","PP",2019 Feb,1,1,1
"1685","PP",2019 Mar,2,0,0
"1686","PP",2019 Apr,9,2,0.222222222222222
"1687","PP",2019 May,9,1,0.111111111111111
"1688","PP",2019 Jun,17,3,0.176470588235294
"1689","PP",2019 Jul,25,19,0.76
"1690","PP",2019 Aug,32,19,0.59375
"1691","PP",2019 Sep,71,35,0.492957746478873
"1692","PP",2019 Oct,16,3,0.1875
"1693","PP",2019 Nov,2,1,0.5
